========================================
  RÉSULTATS : 4voices_1_1_1_1_vtype_1_1_2
========================================

--- Configuration ---
CF                : direct_cf_Majeur
Gamme indicative  : Majeur
Preset            : bryce
Borrow mode       : 0
Mode d'objectif   : pond (score lex pondéré)
Nombre de voix    : 4
Espèces (incl CF) : 1 0 0 0
v_type            : 1 1 2
Timeout max (ms)  : 480000
Stagnation (ms)   : 0
Cantus firmus     : 48 50 53 52 55 53 52 50 48
                    Do3 Ré3 Fa3 Mi3 Sol3 Fa3 Mi3 Ré3 Do3

--- Métriques de recherche ---
Temps total (ms)            : 480000.1
Temps 1ère solution (ms)    : 28.2
Temps dernière amélio. (ms) : 366436.6
Solutions trouvées          : 104
Améliorations de coût       : 103
Score pondéré           : 11637.0
Terminaison                 : TIMEOUT_MAX

--- Statistiques Gecode ---
Nœuds      : 3826413
Échecs     : 1913085
Restarts   : 0
Propagat.  : 2628078734
Profondeur : 85

--- Améliorations ---
    Sol#    Temps (ms)       Coût
      24         523.6     20158.0  19843, 2, 100, 11, 4, 0, 12, 176, 0, 10
      25         527.4     20146.0  19832, 2, 100, 12, 4, 0, 12, 174, 0, 10
      26         932.6     20140.0  19825, 2, 100, 11, 4, 0, 14, 172, 0, 12
      27        1610.6     19978.0  19666, 2, 102, 10, 4, 0, 10, 170, 0, 14
      28        1666.9     19966.0  19655, 2, 102, 10, 4, 0, 10, 171, 0, 12
      29        2091.3     19848.0  19538, 0, 102, 10, 4, 0, 14, 168, 0, 12
      30        2094.5     19836.0  19527, 0, 102, 10, 4, 0, 14, 169, 0, 10
      31        3122.2     19782.0  19473, 0, 102, 9, 4, 0, 12, 172, 0, 10
      32        3128.8     19752.0  19444, 0, 102, 9, 4, 0, 14, 169, 0, 10
      33        5114.9     18895.0  18612, 8, 100, 11, 5, 0, 14, 130, 0, 15
      34        5117.9     18807.0  18524, 6, 100, 11, 5, 0, 14, 133, 0, 14
      35        5118.8     18521.0  18241, 4, 100, 10, 5, 0, 14, 133, 0, 14
      36        5119.6     18431.0  18151, 4, 100, 10, 5, 0, 12, 131, 0, 18
      37        5130.8     18407.0  18129, 4, 100, 10, 5, 0, 12, 133, 0, 14
      38        5211.3     18245.0  17970, 4, 100, 9, 5, 0, 14, 129, 0, 14
      39        5713.9     18214.0  17938, 2, 100, 11, 4, 0, 12, 133, 0, 14
      40        5872.4     18142.0  17869, 2, 100, 10, 4, 0, 16, 131, 0, 10
      41        6078.7     18060.0  17785, 0, 100, 10, 4, 0, 12, 137, 0, 12
      42        6101.2     17994.0  17720, 0, 100, 9, 4, 0, 14, 135, 0, 12
      43        6103.1     17988.0  17716, 0, 100, 9, 4, 0, 16, 135, 0, 8
      44        7904.1     17874.0  17604, 0, 102, 9, 4, 0, 12, 131, 0, 12
      45       10645.7     17700.0  17446, 0, 116, 10, 4, 0, 14, 93, 0, 17
      46       11230.4     17691.0  17437, 0, 116, 11, 3, 0, 14, 92, 0, 18
      47       11231.8     17469.0  17220, 0, 116, 11, 3, 0, 12, 91, 0, 16
      48       19144.9     17421.0  17173, 0, 116, 10, 3, 0, 12, 93, 0, 14
      49       19155.1     17415.0  17169, 0, 116, 10, 3, 0, 14, 93, 0, 10
      50       19621.7     17415.0  17169, 0, 116, 10, 3, 0, 10, 99, 0, 8
      51       19740.9     17340.0  17095, 0, 116, 9, 4, 0, 12, 94, 0, 10
      52       19745.9     17271.0  17028, 0, 116, 10, 3, 0, 10, 96, 0, 8
      53       23248.9     17259.0  17014, 0, 116, 10, 3, 0, 10, 92, 0, 14
      54       25525.9     17032.0  16781, 2, 102, 9, 4, 0, 14, 105, 0, 15
      55       25529.3     17020.0  16770, 2, 102, 9, 4, 0, 14, 106, 0, 13
      56       25553.3     16916.0  16670, 4, 100, 10, 4, 0, 16, 100, 0, 12
      57       25561.2     16726.0  16481, 2, 100, 9, 4, 0, 14, 105, 0, 11
      58       25609.5     16591.0  16349, 2, 100, 9, 5, 0, 16, 97, 0, 13
      59       25610.3     16516.0  16275, 2, 100, 9, 4, 0, 16, 97, 0, 13
      60       25705.2     16284.0  16046, 0, 100, 10, 4, 0, 14, 97, 0, 13
      61       25792.2     16212.0  15977, 0, 100, 9, 4, 0, 18, 95, 0, 9
      62       27311.8     16098.0  15865, 0, 102, 9, 4, 0, 14, 91, 0, 13
      63       30515.1     16065.0  15834, 0, 102, 9, 5, 0, 12, 93, 0, 10
      64       34541.2     15825.0  15590, 0, 94, 9, 5, 0, 12, 101, 0, 14
      65       34553.3     15804.0  15570, 0, 94, 9, 6, 0, 14, 96, 0, 15
      66       34560.6     15660.0  15429, 0, 94, 9, 6, 0, 14, 93, 0, 15
      67       34621.9     15585.0  15355, 0, 94, 10, 5, 0, 12, 93, 0, 16
      68       34647.8     15507.0  15279, 0, 94, 9, 5, 0, 14, 92, 0, 14
      69       34785.3     15465.0  15239, 0, 94, 10, 5, 0, 12, 93, 0, 12
      70       34842.3     15417.0  15192, 0, 94, 9, 5, 0, 12, 95, 0, 10
      71       34846.8     15273.0  15051, 0, 94, 9, 5, 0, 12, 92, 0, 10
      72       43415.4     15142.0  14921, 2, 88, 11, 4, 0, 14, 93, 0, 9
      73       43959.5     15130.0  14907, 2, 88, 11, 4, 0, 14, 89, 0, 15
      74       50049.4     15088.0  14864, 2, 86, 10, 4, 0, 14, 95, 0, 13
      75       50065.1     15082.0  14860, 2, 86, 10, 4, 0, 16, 95, 0, 9
      76       50401.7     14968.0  14748, 2, 88, 10, 4, 0, 12, 91, 0, 13
      77       56328.3     14886.0  14664, 0, 86, 10, 4, 0, 12, 98, 0, 12
      78       73162.7     14861.0  14656, 10, 88, 13, 5, 0, 20, 55, 0, 14
      79       73163.2     14831.0  14627, 10, 88, 13, 5, 0, 18, 58, 0, 12
      80       73166.7     14172.0  13976, 6, 88, 13, 4, 0, 18, 53, 0, 14
      81       73171.7     14112.0  13918, 6, 88, 13, 4, 0, 18, 53, 0, 12
      82       73192.9     13606.0  13417, 2, 88, 12, 4, 0, 20, 49, 0, 14
      83       73216.8     13590.0  13401, 0, 92, 11, 4, 0, 16, 51, 0, 15
      84       73456.9     13516.0  13327, 2, 88, 11, 4, 0, 18, 50, 0, 16
      85       73469.9     13494.0  13307, 0, 92, 10, 4, 0, 16, 52, 0, 13
      86       73637.1     13354.0  13168, 2, 88, 11, 4, 0, 16, 49, 0, 16
      87       81532.8     13350.0  13163, 0, 88, 10, 4, 0, 12, 64, 0, 9
      88       83953.6     13192.0  13009, 2, 88, 10, 4, 0, 14, 51, 0, 14
      89      111706.2     13110.0  12925, 0, 86, 10, 4, 0, 14, 58, 0, 13
      90      154626.1     12869.0  12682, 4, 72, 11, 5, 0, 16, 66, 0, 13
      91      154632.3     12839.0  12653, 4, 72, 11, 5, 0, 18, 63, 0, 13
      92      154677.7     12814.0  12628, 2, 74, 11, 4, 0, 20, 62, 0, 13
      93      154681.1     12730.0  12545, 2, 74, 11, 4, 0, 16, 65, 0, 13
      94      154785.0     12412.0  12231, 2, 72, 11, 4, 0, 16, 61, 0, 15
      95      156517.5     12182.0  12008, 4, 70, 11, 4, 0, 20, 53, 0, 12
      96      156819.8     12152.0  11979, 4, 72, 11, 4, 0, 16, 52, 0, 14
      97      163513.0     12136.0  11957, 2, 68, 12, 4, 0, 16, 60, 0, 17
      98      170718.9     11964.0  11789, 0, 70, 11, 4, 0, 18, 58, 0, 14
      99      170949.4     11889.0  11715, 0, 70, 11, 5, 0, 14, 59, 0, 15
     100      170957.9     11814.0  11641, 0, 70, 12, 4, 0, 12, 59, 0, 16
     101      170962.6     11796.0  11623, 0, 70, 11, 4, 0, 14, 58, 0, 16
     102      177875.8     11746.0  11580, 2, 72, 11, 4, 0, 14, 52, 0, 11
     103      366336.5     11739.0  11567, 0, 68, 13, 3, 0, 14, 60, 0, 14
     104      366436.6     11637.0  11469, 0, 70, 11, 3, 0, 14, 60, 0, 10

--- Solution (notes MIDI) ---
48 43 45 47 59 60 59 55 52 52 55 48 43 43 45 43 43 48 55 59 60 59 62 65 64 59 55 
