========================================
  RÉSULTATS : 4voices_1_1_1_3_vtype_1_3_3
========================================

--- Configuration ---
CF                : direct_cf_Majeur
Gamme indicative  : Majeur
Preset            : bryce
Borrow mode       : 0
Mode d'objectif   : pond (score lex pondéré)
Nombre de voix    : 4
Espèces (incl CF) : 1 0 0 2
v_type            : 1 3 3
Timeout max (ms)  : 480000
Stagnation (ms)   : 0
Cantus firmus     : 48 50 53 52 55 53 52 50 48
                    Do3 Ré3 Fa3 Mi3 Sol3 Fa3 Mi3 Ré3 Do3

--- Métriques de recherche ---
Temps total (ms)            : 480000.1
Temps 1ère solution (ms)    : 90.7
Temps dernière amélio. (ms) : 479762.0
Solutions trouvées          : 130
Améliorations de coût       : 129
Score pondéré           : 18988.0
Terminaison                 : TIMEOUT_MAX

--- Statistiques Gecode ---
Nœuds      : 3468507
Échecs     : 1734106
Restarts   : 0
Propagat.  : 2359032676
Profondeur : 122

--- Améliorations ---
    Sol#    Temps (ms)       Coût
       1          90.7     27479.0
       2          92.5     27259.0
       3          92.8     27204.0
       4          93.4     27149.0
       5          93.6     27094.0
       6          93.9     27039.0
       7          94.1     26984.0
       8          94.4     26929.0
       9          94.6     26874.0
      10          94.9     26819.0
      11          95.1     26764.0
      12          95.4     26709.0
      13          95.6     26654.0
      14          95.9     26599.0
      15          96.0     26379.0
      16          97.8     26339.0
      17         110.3     26306.0
      18         110.6     26251.0
      19         110.9     26196.0
      20         111.2     26141.0
      21         111.5     26086.0
      22         111.7     26031.0
      23         112.0     25976.0
      24         112.4     25921.0
      25         112.6     25701.0
      26         139.6     25654.0
      27         140.7     25434.0
      28         141.9     25394.0
      29         146.6     25265.0
      30         148.0     25225.0
      31         235.6     25212.0
      32         236.0     25157.0
      33         236.4     25102.0
      34         236.7     25047.0
      35         237.1     24827.0
      36         237.6     24704.0
      37         410.1     24607.0
      38         414.0     24567.0
      39        2510.4     24500.0
      40        2515.7     24460.0
      41        4688.2     24420.0
      42        4693.6     24344.0
      43        5564.0     24334.0
      44        6746.5     24215.0
      45        6795.6     24057.0
      46        6796.7     24017.0
      47        7370.1     23954.0
      48        7382.1     23878.0
      49        7383.0     23832.0
      50        7728.5     23730.0
      51        7731.0     23690.0
      52        7734.6     23650.0
      53       12383.7     23433.0
      54       12384.6     23221.0
      55       12385.0     23181.0
      56       13228.1     23145.0
      57       13231.5     23105.0
      58       14627.3     22977.0
      59       14628.5     22937.0
      60       14639.1     22897.0
      61       17936.9     22777.0
      62       17940.5     22771.0
      63       17941.3     22731.0
      64       18272.3     22706.0
      65       23582.7     22670.0
      66       25883.5     22644.0
      67       25885.1     22638.0
      68       25887.0     22598.0
      69       26300.2     22406.0
      70       26302.2     22360.0
      71       26568.3     22345.0
      72       26652.3     22320.0
      73       27305.8     22310.0
      74       27307.0     22304.0
      75       27307.4     22264.0
      76       28130.8     22263.0
      77       28131.7     22208.0
      78       28132.2     21988.0
      79       28132.8     21982.0
      80       28134.8     21942.0
      81       29288.2     21749.0
      82       29330.9     21543.0
      83       29332.3     21503.0
      85       29407.1     21386.0
      86       29409.0     21346.0
      87       29719.6     21265.0
      88       29720.9     21225.0
      89       30000.9     21148.0
      90       30004.5     21142.0
      91       30005.2     21102.0
      92       39604.1     21092.0
      93       49718.7     21090.0
      94       54077.0     21075.0
      95       54077.7     21035.0
      96       54092.5     20995.0
      97      124880.2     20918.0
      98      125093.3     20872.0
      99      125095.0     20832.0
     100      125219.8     20759.0
     101      125222.8     20753.0
     102      125223.2     20713.0
     103      125229.3     20515.0
     104      125231.2     20469.0
     105      126011.7     20326.0
     106      126013.4     20320.0
     107      126014.3     20280.0
     108      127076.2     20249.0
     109      127077.1     20194.0
     110      127077.5     20139.0
     111      127078.2     20084.0
     112      127078.6     19864.0
     113      132868.7     19776.0
     114      171313.7     19644.0
     115      171316.5     19598.0
     116      173408.6     19516.0
     117      461248.4     19471.0
     118      461253.3     19431.0
     119      461422.7     19428.0
     120      461616.9     19350.0
     121      461621.0     19310.0
     122      462294.6     19289.0
     123      462295.5     19249.0
     124      462419.0     19199.0
     125      462420.5     19159.0
     126      466752.5     19123.0
     127      466753.9     19117.0
     128      466755.7     19077.0
     129      473817.0     19070.0
     130      479762.0     18988.0

--- Évolution du vecteur de coûts (toutes les solutions BAB) ---
    Sol#    Temps (ms)        Cost  Vecteur lex
       1          90.7     27479.0  27058, 8, 130, 16, 19, 7, 0, 44, 20, 0, 159, 6, 12
       2          92.5     27259.0  26842, 8, 130, 16, 19, 7, 0, 44, 16, 0, 159, 6, 12
       3          92.8     27204.0  26788, 8, 130, 16, 19, 7, 0, 44, 15, 0, 159, 6, 12
       4          93.4     27149.0  26734, 8, 130, 16, 19, 7, 0, 44, 14, 0, 159, 6, 12
       5          93.6     27094.0  26680, 8, 130, 16, 19, 7, 0, 44, 13, 0, 159, 6, 12
