========================================
  RÉSULTATS : 4voices_1_1_1_2_vtype_1_1_2
========================================

--- Configuration ---
CF                : direct_cf_Majeur
Gamme indicative  : Majeur
Preset            : bryce
Borrow mode       : 0
Mode d'objectif   : pond (score lex pondéré)
Nombre de voix    : 4
Espèces (incl CF) : 1 0 0 1
v_type            : 1 1 2
Timeout max (ms)  : 480000
Stagnation (ms)   : 0
Cantus firmus     : 48 50 53 52 55 53 52 50 48
                    Do3 Ré3 Fa3 Mi3 Sol3 Fa3 Mi3 Ré3 Do3

--- Métriques de recherche ---
Temps total (ms)            : 480000.2
Temps 1ère solution (ms)    : 34.6
Temps dernière amélio. (ms) : 195603.2
Solutions trouvées          : 146
Améliorations de coût       : 145
Score pondéré           : 18262.0
Terminaison                 : TIMEOUT_MAX

--- Statistiques Gecode ---
Nœuds      : 3612281
Échecs     : 1805975
Restarts   : 0
Propagat.  : 2651546492
Profondeur : 104

--- Améliorations ---
    Sol#    Temps (ms)       Coût
       1          34.6     28784.0
       2          35.2     28707.0
       3          35.4     28630.0
       4          35.7     28553.0
       5          36.0     28476.0
       6          36.2     28399.0
       7          36.5     28322.0
       8          36.8     28245.0
       9          37.0     28168.0
      10          37.3     28091.0
      11          37.5     28014.0
      12          37.8     27937.0
      13          38.1     27860.0
      14          38.3     27783.0
      15          38.5     27706.0
      16          38.8     27629.0
      17          39.0     27552.0
      18          39.3     27475.0
      19          39.5     27398.0
      20          39.8     27321.0
      21          40.1     27244.0
      22          40.3     27167.0
      23          40.6     27090.0
      24          40.8     27013.0
      25          41.1     26936.0
      26          41.3     26859.0
      27          41.6     26782.0
      28          41.8     26705.0
      29          42.1     26628.0
      30          42.3     26551.0
      31          42.6     26474.0
      32          42.8     26397.0
      33          43.1     26320.0
      34          43.3     26243.0
      35          43.6     26166.0
      36          43.8     26089.0
      37          44.1     26012.0
      38          44.3     25935.0
      39          44.6     25858.0
      40          44.8     25781.0
      41          45.1     25704.0
      42          45.3     25627.0
      43          45.6     25550.0
      44          45.8     25396.0
      45          46.5     25324.0
      46          46.8     25247.0
      47          47.1     25170.0
      48          47.4     25093.0
      49          47.7     25016.0
      50          48.0     24939.0
      51          48.3     24785.0
      52          48.7     24663.0
      53          62.8     24647.0
      54          65.0     24631.0
      55          66.8     24578.0
      56          89.7     24549.0
      57         116.5     24525.0
      58         124.2     24445.0
      59         125.8     24382.0
      60         126.4     24228.0
      61         181.0     24101.0
      62         189.2     24079.0
      63         190.6     24042.0
      64         538.7     23948.0
      65         540.3     23879.0
      66         543.0     23789.0
      67         545.1     23748.0
      68         545.9     23671.0
      69         546.2     23517.0
      70         546.9     23514.0
      71         547.7     23437.0
      72         548.0     23360.0
      73         548.5     23283.0
      74         548.8     23206.0
      75         549.1     23129.0
      76         549.4     23052.0
      77         550.1     22975.0
      78         550.3     22898.0
      79         550.5     22744.0
      80         580.1     22734.0
      81         580.5     22657.0
      82         581.0     22580.0
      83         581.2     22426.0
      84         582.6     22373.0
      85         584.1     22337.0
      86         584.6     22183.0
      87         585.1     22180.0
      88         585.4     22103.0
      89         585.6     22026.0
      90         585.9     21949.0
      91         586.2     21795.0
      92         586.9     21742.0
      93         587.4     21724.0
      94         587.9     21713.0
      95         588.2     21636.0
      96         588.5     21559.0
      97         588.8     21482.0
      98         589.1     21328.0
      99         591.7     21211.0
     100         593.3     21174.0
     101         648.3     21094.0
     102         650.0     21031.0
     103         650.7     20877.0
     104        2029.2     20818.0
     105        2029.8     20664.0
     106        2388.2     20638.0
     107        2389.3     20585.0
     109        2393.2     20431.0
     110        2827.8     20430.0
     111        2829.7     20393.0
     112        3439.9     20311.0
     113        3441.9     20295.0
     114        3442.6     20205.0
     115       10658.4     20171.0
     116       11580.9     20134.0
     117       13138.0     20118.0
     118       13217.9     20086.0
     119       13219.1     19996.0
     120       18682.4     19964.0
     121       18690.5     19887.0
     122      165353.0     19769.0
     123      165353.7     19748.0
     124      165354.2     19671.0
     125      165355.3     19594.0
     126      165355.6     19440.0
     127      165366.6     19429.0
     128      166428.9     19406.0
     129      166445.0     19313.0
     130      166445.3     19260.0
     131      166783.2     19185.0
     132      166784.3     19132.0
     133      180149.2     19116.0
     134      180150.7     19063.0
     135      180151.2     18909.0
     136      180232.0     18840.0
     137      180232.7     18787.0
     138      181015.4     18763.0
     139      181015.9     18726.0
     140      181060.3     18681.0
     141      181918.9     18620.0
     142      181925.9     18554.0
     143      181926.8     18477.0
     144      181927.1     18323.0
     145      182048.8     18278.0
     146      195603.2     18262.0

--- Évolution du vecteur de coûts (toutes les solutions BAB) ---
    Sol#    Temps (ms)        Cost  Vecteur lex
       1          34.6     28784.0  28344, 10, 120, 14, 48, 6, 2, 61, 173, 0, 6
       2          35.2     28707.0  28268, 10, 120, 14, 47, 6, 2, 61, 173, 0, 6
       3          35.4     28630.0  28192, 10, 120, 14, 46, 6, 2, 61, 173, 0, 6
       4          35.7     28553.0  28116, 10, 120, 14, 45, 6, 2, 61, 173, 0, 6
       5          36.0     28476.0  28040, 10, 120, 14, 44, 6, 2, 61, 173, 0, 6
       6          36.2     28399.0  27964, 10, 120, 14, 43, 6, 2, 61, 173, 0, 6
       7          36.5     28322.0  27888, 10, 120, 14, 42, 6, 2, 61, 173, 0, 6
       8          36.8     28245.0  27812, 10, 120, 14, 41, 6, 2, 61, 173, 0, 6
       9          37.0     28168.0  27736, 10, 120, 14, 40, 6, 2, 61, 173, 0, 6
      10          37.3     28091.0  27660, 10, 120, 14, 39, 6, 2, 61, 173, 0, 6
      11          37.5     28014.0  27584, 10, 120, 14, 38, 6, 2, 61, 173, 0, 6
      12          37.8     27937.0  27508, 10, 120, 14, 37, 6, 2, 61, 173, 0, 6
      13          38.1     27860.0  27432, 10, 120, 14, 36, 6, 2, 61, 173, 0, 6
      14          38.3     27783.0  27356, 10, 120, 14, 35, 6, 2, 61, 173, 0, 6
      15          38.5     27706.0  27280, 10, 120, 14, 34, 6, 2, 61, 173, 0, 6
      16          38.8     27629.0  27204, 10, 120, 14, 33, 6, 2, 61, 173, 0, 6
      17          39.0     27552.0  27128, 10, 120, 14, 32, 6, 2, 61, 173, 0, 6
      18          39.3     27475.0  27052, 10, 120, 14, 31, 6, 2, 61, 173, 0, 6
      19          39.5     27398.0  26976, 10, 120, 14, 30, 6, 2, 61, 173, 0, 6
      20          39.8     27321.0  26900, 10, 120, 14, 29, 6, 2, 61, 173, 0, 6
      21          40.1     27244.0  26824, 10, 120, 14, 28, 6, 2, 61, 173, 0, 6
      22          40.3     27167.0  26748, 10, 120, 14, 27, 6, 2, 61, 173, 0, 6
      23          40.6     27090.0  26672, 10, 120, 14, 26, 6, 2, 61, 173, 0, 6
      24          40.8     27013.0  26596, 10, 120, 14, 25, 6, 2, 61, 173, 0, 6
      25          41.1     26936.0  26520, 10, 120, 14, 24, 6, 2, 61, 173, 0, 6
      26          41.3     26859.0  26444, 10, 120, 14, 23, 6, 2, 61, 173, 0, 6
      27          41.6     26782.0  26368, 10, 120, 14, 22, 6, 2, 61, 173, 0, 6
      28          41.8     26705.0  26292, 10, 120, 14, 21, 6, 2, 61, 173, 0, 6
      29          42.1     26628.0  26216, 10, 120, 14, 20, 6, 2, 61, 173, 0, 6
      30          42.3     26551.0  26140, 10, 120, 14, 19, 6, 2, 61, 173, 0, 6
      31          42.6     26474.0  26064, 10, 120, 14, 18, 6, 2, 61, 173, 0, 6
      32          42.8     26397.0  25988, 10, 120, 14, 17, 6, 2, 61, 173, 0, 6
      33          43.1     26320.0  25912, 10, 120, 14, 16, 6, 2, 61, 173, 0, 6
      34          43.3     26243.0  25836, 10, 120, 14, 15, 6, 2, 61, 173, 0, 6
      35          43.6     26166.0  25760, 10, 120, 14, 14, 6, 2, 61, 173, 0, 6
      36          43.8     26089.0  25684, 10, 120, 14, 13, 6, 2, 61, 173, 0, 6
      37          44.1     26012.0  25608, 10, 120, 14, 12, 6, 2, 61, 173, 0, 6
      38          44.3     25935.0  25532, 10, 120, 14, 11, 6, 2, 61, 173, 0, 6
      39          44.6     25858.0  25456, 10, 120, 14, 10, 6, 2, 61, 173, 0, 6
      40          44.8     25781.0  25380, 10, 120, 14, 9, 6, 2, 61, 173, 0, 6
      41          45.1     25704.0  25304, 10, 120, 14, 8, 6, 2, 61, 173, 0, 6
      42          45.3     25627.0  25228, 10, 120, 14, 7, 6, 2, 61, 173, 0, 6
      43          45.6     25550.0  25152, 10, 120, 14, 6, 6, 2, 61, 173, 0, 6
      44          45.8     25396.0  25000, 10, 120, 14, 4, 6, 2, 61, 173, 0, 6
      45          46.5     25324.0  24928, 8, 116, 14, 11, 7, 2, 59, 173, 0, 6
      46          46.8     25247.0  24852, 8, 116, 14, 10, 7, 2, 59, 173, 0, 6
      47          47.1     25170.0  24776, 8, 116, 14, 9, 7, 2, 59, 173, 0, 6
      48          47.4     25093.0  24700, 8, 116, 14, 8, 7, 2, 59, 173, 0, 6
      49          47.7     25016.0  24624, 8, 116, 14, 7, 7, 2, 59, 173, 0, 6
      50          48.0     24939.0  24548, 8, 116, 14, 6, 7, 2, 59, 173, 0, 6
      51          48.3     24785.0  24396, 8, 116, 14, 4, 7, 2, 59, 173, 0, 6
      52          48.7     24663.0  24276, 8, 116, 14, 4, 7, 2, 55, 175, 0, 6
      53          62.8     24647.0  24260, 6, 116, 16, 4, 7, 2, 57, 173, 0, 6
      54          65.0     24631.0  24244, 6, 116, 16, 4, 7, 2, 55, 175, 0, 6
      55          66.8     24578.0  24192, 6, 116, 16, 4, 7, 2, 54, 175, 0, 6
      56          89.7     24549.0  24164, 6, 116, 18, 2, 6, 3, 55, 173, 0, 6
      57         116.5     24525.0  24140, 6, 116, 16, 2, 7, 2, 61, 169, 0, 6
      58         124.2     24445.0  24060, 4, 116, 17, 2, 7, 2, 60, 171, 0, 6
      59         125.8     24382.0  24000, 4, 116, 18, 4, 7, 2, 56, 169, 0, 6
      60         126.4     24228.0  23848, 4, 116, 18, 2, 7, 2, 56, 169, 0, 6
      61         181.0     24101.0  23724, 6, 116, 16, 2, 6, 2, 56, 167, 0, 6
      62         189.2     24079.0  23700, 6, 116, 12, 2, 7, 2, 59, 169, 0, 6
      63         190.6     24042.0  23664, 6, 116, 12, 2, 7, 2, 60, 167, 0, 6
      64         538.7     23948.0  23584, 4, 130, 20, 0, 8, 1, 24, 171, 0, 6
      65         540.3     23879.0  23516, 4, 130, 20, 0, 8, 1, 21, 173, 0, 6
      66         543.0     23789.0  23428, 4, 130, 20, 0, 8, 1, 21, 171, 0, 6
      67         545.1     23748.0  23384, 6, 120, 20, 5, 7, 3, 24, 173, 0, 6
      68         545.9     23671.0  23308, 6, 120, 20, 4, 7, 3, 24, 173, 0, 6
      69         546.2     23517.0  23156, 6, 120, 20, 2, 7, 3, 24, 173, 0, 6
      70         546.9     23514.0  23152, 6, 114, 18, 12, 8, 2, 23, 173, 0, 6
      71         547.7     23437.0  23076, 6, 114, 18, 11, 8, 2, 23, 173, 0, 6
      72         548.0     23360.0  23000, 6, 114, 18, 10, 8, 2, 23, 173, 0, 6
      73         548.5     23283.0  22924, 6, 114, 18, 9, 8, 2, 23, 173, 0, 6
      74         548.8     23206.0  22848, 6, 114, 18, 8, 8, 2, 23, 173, 0, 6
      75         549.1     23129.0  22772, 6, 114, 18, 7, 8, 2, 23, 173, 0, 6
      76         549.4     23052.0  22696, 6, 114, 18, 6, 8, 2, 23, 173, 0, 6
      77         550.1     22975.0  22620, 6, 114, 18, 5, 8, 2, 23, 173, 0, 6
      78         550.3     22898.0  22544, 6, 114, 18, 4, 8, 2, 23, 173, 0, 6
      79         550.5     22744.0  22392, 6, 114, 18, 2, 8, 2, 23, 173, 0, 6
      80         580.1     22734.0  22384, 4, 116, 20, 4, 7, 2, 20, 171, 0, 6
      81         580.5     22657.0  22308, 4, 116, 20, 3, 7, 2, 20, 171, 0, 6
      82         581.0     22580.0  22232, 4, 116, 20, 2, 7, 2, 20, 171, 0, 6
      83         581.2     22426.0  22080, 4, 116, 20, 0, 7, 2, 20, 171, 0, 6
      84         582.6     22373.0  22028, 4, 116, 20, 0, 7, 2, 19, 171, 0, 6
      85         584.1     22337.0  21988, 8, 106, 16, 4, 6, 3, 29, 171, 0, 6
      86         584.6     22183.0  21836, 8, 106, 16, 2, 6, 3, 29, 171, 0, 6
      87         585.1     22180.0  21832, 6, 102, 18, 7, 7, 3, 28, 171, 0, 6
      88         585.4     22103.0  21756, 6, 102, 18, 6, 7, 3, 28, 171, 0, 6
      89         585.6     22026.0  21680, 6, 102, 18, 5, 7, 3, 28, 171, 0, 6
