========================================
  RÉSULTATS : 4voices_1_1_1_3_vtype_1_3_2
========================================

--- Configuration ---
CF                : direct_cf_Majeur
Gamme indicative  : Majeur
Preset            : bryce
Borrow mode       : 0
Mode d'objectif   : pond (score lex pondéré)
Nombre de voix    : 4
Espèces (incl CF) : 1 0 0 2
v_type            : 1 3 2
Timeout max (ms)  : 480000
Stagnation (ms)   : 0
Cantus firmus     : 48 50 53 52 55 53 52 50 48
                    Do3 Ré3 Fa3 Mi3 Sol3 Fa3 Mi3 Ré3 Do3

--- Métriques de recherche ---
Temps total (ms)            : 480000.1
Temps 1ère solution (ms)    : 47.3
Temps dernière amélio. (ms) : 251059.0
Solutions trouvées          : 117
Améliorations de coût       : 114
Score pondéré           : 20660.0
Terminaison                 : TIMEOUT_MAX

--- Statistiques Gecode ---
Nœuds      : 3661334
Échecs     : 1830531
Restarts   : 0
Propagat.  : 2365328009
Profondeur : 115

--- Améliorations ---
    Sol#    Temps (ms)       Coût
       5          49.8     31824.0  31312, 12, 144, 16, 19, 6, 0, 36, 9, 0, 251, 3, 16
       6          50.1     31769.0  31258, 12, 144, 16, 19, 6, 0, 36, 8, 0, 251, 3, 16
       7          50.3     31714.0  31204, 12, 144, 16, 19, 6, 0, 36, 7, 0, 251, 3, 16
       8          50.6     31659.0  31150, 12, 144, 16, 19, 6, 0, 36, 6, 0, 251, 3, 16
       9          50.8     31604.0  31096, 12, 144, 16, 19, 6, 0, 36, 5, 0, 251, 3, 16
      10          51.0     31549.0  31042, 12, 144, 16, 19, 6, 0, 36, 4, 0, 251, 3, 16
      11          51.2     31329.0  30826, 12, 144, 16, 19, 6, 0, 36, 0, 0, 251, 3, 16
      12          51.4     30626.0  30126, 12, 130, 16, 19, 5, 0, 34, 16, 0, 251, 3, 14
      13          52.0     30406.0  29910, 12, 130, 16, 19, 5, 0, 34, 12, 0, 251, 3, 14
      14          52.3     30351.0  29856, 12, 130, 16, 19, 5, 0, 34, 11, 0, 251, 3, 14
      15          52.5     30296.0  29802, 12, 130, 16, 19, 5, 0, 34, 10, 0, 251, 3, 14
      16          52.8     30241.0  29748, 12, 130, 16, 19, 5, 0, 34, 9, 0, 251, 3, 14
      17          53.0     30186.0  29694, 12, 130, 16, 19, 5, 0, 34, 8, 0, 251, 3, 14
      18          53.2     30131.0  29640, 12, 130, 16, 19, 5, 0, 34, 7, 0, 251, 3, 14
      19          53.5     30076.0  29586, 12, 130, 16, 19, 5, 0, 34, 6, 0, 251, 3, 14
      20          53.7     30021.0  29532, 12, 130, 16, 19, 5, 0, 34, 5, 0, 251, 3, 14
      21          54.0     29966.0  29478, 12, 130, 16, 19, 5, 0, 34, 4, 0, 251, 3, 14
      22          54.1     29746.0  29262, 12, 130, 16, 19, 5, 0, 34, 0, 0, 251, 3, 14
      23          54.8     29616.0  29136, 12, 130, 16, 19, 6, 0, 34, 0, 0, 246, 3, 14
      24         122.6     28861.0  28404, 12, 130, 16, 19, 6, 0, 36, 12, 0, 208, 2, 16
      25         123.5     28641.0  28188, 12, 130, 16, 19, 6, 0, 36, 8, 0, 208, 2, 16
      26         123.8     28586.0  28134, 12, 130, 16, 19, 6, 0, 36, 7, 0, 208, 2, 16
      27         124.1     28531.0  28080, 12, 130, 16, 19, 6, 0, 36, 6, 0, 208, 2, 16
      28         124.5     28476.0  28026, 12, 130, 16, 19, 6, 0, 36, 5, 0, 208, 2, 16
      29         124.8     28421.0  27972, 12, 130, 16, 19, 6, 0, 36, 4, 0, 208, 2, 16
      30         124.9     28201.0  27756, 12, 130, 16, 19, 6, 0, 36, 0, 0, 208, 2, 16
      31         128.9     28192.0  27748, 12, 130, 16, 19, 5, 0, 38, 0, 0, 208, 2, 14
      32         135.1     28154.0  27710, 12, 130, 16, 19, 6, 0, 36, 0, 0, 206, 3, 16
      33         135.8     28145.0  27702, 12, 130, 16, 19, 5, 0, 38, 0, 0, 206, 3, 14
      34         138.2     27950.0  27510, 12, 130, 16, 18, 7, 0, 34, 0, 0, 205, 2, 16
      35         139.9     27941.0  27502, 12, 130, 16, 18, 6, 0, 36, 0, 0, 205, 2, 14
      36         164.7     27819.0  27382, 12, 130, 16, 18, 6, 0, 34, 0, 0, 205, 2, 14
      37         186.6     27697.0  27262, 12, 130, 16, 18, 6, 0, 32, 0, 0, 205, 2, 14
      38         266.9     27507.0  27086, 12, 130, 16, 18, 5, 0, 42, 16, 0, 165, 3, 14
      39         267.2     27452.0  27032, 12, 130, 16, 18, 5, 0, 42, 15, 0, 165, 3, 14
      40         267.6     27397.0  26978, 12, 130, 16, 18, 5, 0, 42, 14, 0, 165, 3, 14
      41         267.9     27342.0  26924, 12, 130, 16, 18, 5, 0, 42, 13, 0, 165, 3, 14
      42         268.3     27287.0  26870, 12, 130, 16, 18, 5, 0, 42, 12, 0, 165, 3, 14
      43         268.6     27232.0  26816, 12, 130, 16, 18, 5, 0, 42, 11, 0, 165, 3, 14
      44         268.9     27177.0  26762, 12, 130, 16, 18, 5, 0, 42, 10, 0, 165, 3, 14
      45         269.2     27122.0  26708, 12, 130, 16, 18, 5, 0, 42, 9, 0, 165, 3, 14
      46         269.4     27067.0  26654, 12, 130, 16, 18, 5, 0, 42, 8, 0, 165, 3, 14
      47         269.7     27012.0  26600, 12, 130, 16, 18, 5, 0, 42, 7, 0, 165, 3, 14
      48         270.0     26957.0  26546, 12, 130, 16, 18, 5, 0, 42, 6, 0, 165, 3, 14
      49         270.2     26902.0  26492, 12, 130, 16, 18, 5, 0, 42, 5, 0, 165, 3, 14
      50         270.5     26847.0  26438, 12, 130, 16, 18, 5, 0, 42, 4, 0, 165, 3, 14
      51         270.7     26627.0  26222, 12, 130, 16, 18, 5, 0, 42, 0, 0, 165, 3, 14
      52         278.9     26555.0  26150, 12, 130, 16, 18, 7, 0, 36, 0, 0, 168, 2, 16
      53         279.4     26439.0  26036, 12, 130, 16, 18, 6, 0, 36, 0, 0, 167, 2, 16
      54         281.5     26430.0  26028, 12, 130, 16, 18, 5, 0, 38, 0, 0, 167, 2, 14
      55         283.5     26383.0  25982, 12, 130, 16, 18, 5, 0, 38, 0, 0, 165, 3, 14
      56         292.5     26302.0  25902, 12, 130, 16, 18, 6, 0, 34, 0, 0, 168, 2, 14
      57         293.7     26186.0  25788, 12, 130, 16, 18, 5, 0, 34, 0, 0, 167, 2, 14
      58         294.8     26139.0  25742, 12, 130, 16, 18, 5, 0, 34, 0, 0, 165, 3, 14
      59         361.1     26065.0  25668, 12, 130, 16, 17, 5, 0, 32, 0, 0, 169, 2, 14
      60         362.1     25935.0  25542, 12, 130, 16, 17, 6, 0, 32, 0, 0, 164, 2, 14
      61        1099.6     25901.0  25510, 12, 130, 16, 17, 6, 0, 30, 4, 0, 163, 1, 12
      62        1100.3     25681.0  25294, 12, 130, 16, 17, 6, 0, 30, 0, 0, 163, 1, 12
      63        3035.6     25558.0  25174, 12, 130, 16, 17, 6, 0, 30, 0, 0, 160, 1, 12
      64       12053.4     25510.0  25134, 14, 130, 16, 20, 6, 0, 32, 0, 0, 145, 1, 12
      65       12055.2     25463.0  25088, 14, 130, 16, 20, 6, 0, 32, 0, 0, 143, 2, 12
      66       12057.4     25259.0  24888, 14, 130, 16, 19, 7, 0, 30, 0, 0, 142, 1, 12
      67       12063.6     25170.0  24802, 14, 130, 16, 19, 7, 0, 32, 0, 0, 136, 2, 12
      68       12064.4     25054.0  24688, 14, 130, 16, 19, 6, 0, 32, 0, 0, 135, 2, 12
      69       12066.2     25007.0  24642, 14, 130, 16, 19, 6, 0, 32, 0, 0, 133, 3, 12
      70       12069.4     24933.0  24568, 14, 130, 16, 18, 6, 0, 30, 0, 0, 137, 2, 12
      71       12070.6     24926.0  24562, 14, 130, 16, 17, 7, 0, 32, 0, 0, 134, 2, 12
      72       12070.7     24803.0  24442, 14, 130, 16, 18, 7, 0, 30, 0, 0, 132, 2, 12
      73       12295.3     24774.0  24414, 14, 130, 16, 18, 6, 0, 32, 0, 0, 131, 1, 12
      74       12296.4     24644.0  24288, 14, 130, 16, 18, 7, 0, 32, 0, 0, 126, 1, 12
      75       12298.1     24521.0  24168, 14, 130, 16, 19, 7, 0, 30, 0, 0, 124, 1, 12
      76       12766.4     24425.0  24068, 12, 130, 16, 17, 6, 0, 30, 0, 0, 131, 1, 14
      77       12767.9     24295.0  23942, 12, 130, 16, 17, 7, 0, 30, 0, 0, 126, 1, 14
      78       14034.7     24199.0  23848, 10, 130, 16, 18, 6, 0, 34, 0, 0, 123, 2, 12
      79       17193.9     24086.0  23740, 12, 130, 16, 18, 6, 0, 32, 0, 0, 120, 0, 12
      80       17328.9     23868.0  23526, 12, 130, 16, 18, 6, 0, 28, 0, 0, 122, 0, 10
      81       20478.1     23858.0  23514, 10, 130, 16, 18, 6, 0, 32, 0, 0, 118, 0, 14
      82       20478.9     23728.0  23388, 10, 130, 16, 18, 7, 0, 32, 0, 0, 113, 0, 14
      83       28968.2     23622.0  23286, 12, 130, 16, 18, 6, 0, 28, 0, 0, 116, 0, 10
      84       32652.4     23575.0  23240, 12, 130, 16, 17, 7, 0, 28, 0, 0, 115, 0, 10
      85       39292.1     23452.0  23120, 12, 130, 16, 17, 7, 0, 28, 0, 0, 112, 0, 10
      86       51642.8     23444.0  23108, 10, 130, 16, 17, 7, 0, 28, 0, 0, 114, 0, 14
      87       51677.0     23404.0  23068, 10, 130, 16, 17, 7, 0, 26, 0, 0, 116, 0, 14
      88       52820.9     23314.0  22982, 10, 130, 16, 17, 8, 0, 28, 0, 0, 109, 0, 14
      89       60286.4     23246.0  22914, 10, 130, 16, 18, 6, 0, 26, 0, 0, 112, 0, 14
      90       74185.3     23246.0  22902, 12, 114, 16, 20, 7, 0, 30, 5, 0, 124, 2, 14
      91       74185.5     23191.0  22848, 12, 114, 16, 20, 7, 0, 30, 4, 0, 124, 2, 14
      92       74185.7     22971.0  22632, 12, 114, 16, 20, 7, 0, 30, 0, 0, 124, 2, 14
      93       74253.9     22773.0  22438, 12, 114, 16, 19, 8, 0, 28, 0, 0, 124, 0, 14
      94       91585.3     22763.0  22434, 14, 114, 16, 20, 6, 0, 32, 4, 0, 108, 3, 12
      95       91585.9     22543.0  22218, 14, 114, 16, 20, 6, 0, 32, 0, 0, 108, 3, 12
      96       91587.9     22469.0  22144, 14, 114, 16, 19, 6, 0, 30, 0, 0, 112, 2, 12
      97       91590.6     22339.0  22018, 14, 114, 16, 19, 7, 0, 30, 0, 0, 107, 2, 12
      98       92182.6     22234.0  21912, 12, 114, 16, 18, 8, 0, 30, 0, 0, 109, 1, 14
      99       92233.9     22192.0  21872, 14, 114, 16, 18, 8, 0, 26, 0, 0, 109, 1, 14
     100       92401.6     22015.0  21698, 12, 114, 16, 18, 8, 0, 28, 0, 0, 108, 1, 12
     101       92600.5     21925.0  21610, 12, 114, 16, 19, 7, 0, 26, 0, 0, 110, 1, 10
     102       95002.5     21890.0  21576, 12, 114, 16, 19, 7, 0, 26, 0, 0, 110, 0, 10
     103       96656.2     21856.0  21544, 12, 114, 16, 19, 7, 0, 30, 0, 0, 101, 1, 12
     104       96702.2     21652.0  21344, 12, 114, 16, 18, 8, 0, 28, 0, 0, 100, 0, 12
     105       96795.1     21610.0  21304, 14, 114, 16, 18, 8, 0, 24, 0, 0, 100, 0, 12
     106       99461.8     21522.0  21216, 12, 114, 16, 19, 7, 0, 24, 0, 0, 104, 0, 10
     107      137685.4     21523.0  21216, 12, 114, 16, 18, 7, 0, 24, 0, 0, 106, 0, 10
     108      146286.6     21420.0  21110, 12, 116, 8, 19, 6, 0, 30, 0, 0, 102, 1, 16
     109      147035.5     21331.0  21024, 12, 116, 8, 19, 7, 0, 30, 0, 0, 98, 1, 16
     110      150219.0     21333.0  21024, 10, 116, 8, 20, 6, 0, 32, 0, 0, 99, 2, 16
     111      150259.1     21129.0  20824, 10, 116, 8, 19, 7, 0, 30, 0, 0, 98, 1, 16
     112      150509.1     21103.0  20796, 10, 116, 8, 19, 6, 0, 26, 0, 0, 106, 0, 16
     113      150558.5     21014.0  20710, 10, 116, 8, 19, 6, 0, 28, 0, 0, 100, 1, 16
     114      249229.1     20962.0  20656, 8, 116, 8, 18, 6, 0, 28, 0, 0, 107, 1, 14
     115      249231.5     20832.0  20530, 8, 116, 8, 18, 7, 0, 28, 0, 0, 102, 1, 14
     116      249279.4     20742.0  20442, 8, 116, 8, 19, 6, 0, 26, 0, 0, 104, 1, 12
     117      251059.0     20660.0  20362, 8, 116, 8, 19, 6, 0, 26, 0, 0, 102, 1, 12

--- Solution (notes MIDI) ---
48 43 45 43 43 45 43 43 55 57 55 57 59 71 72 74 76 72 55 57 59 60 67 65 64 62 69 65 64 62 64 67 65 64 62 59 57 55 60 65 67 69 64 65 67 69 71 69 67 65 64 
