========================================
  RÉSULTATS : 4voices_1_1_1_2_vtype_2_3_3
========================================

--- Configuration ---
CF                : direct_cf_Majeur
Gamme indicative  : Majeur
Preset            : bryce
Borrow mode       : 0
Mode d'objectif   : pond (score lex pondéré)
Nombre de voix    : 4
Espèces (incl CF) : 1 0 0 1
v_type            : 2 3 3
Timeout max (ms)  : 480000
Stagnation (ms)   : 0
Cantus firmus     : 48 50 53 52 55 53 52 50 48
                    Do3 Ré3 Fa3 Mi3 Sol3 Fa3 Mi3 Ré3 Do3

--- Métriques de recherche ---
Temps total (ms)            : 480000.3
Temps 1ère solution (ms)    : 22.4
Temps dernière amélio. (ms) : 412217.5
Solutions trouvées          : 157
Améliorations de coût       : 153
Score pondéré           : 18789.0
Terminaison                 : TIMEOUT_MAX

--- Statistiques Gecode ---
Nœuds      : 4111868
Échecs     : 2055763
Restarts   : 0
Propagat.  : 2726715040
Profondeur : 88

--- Améliorations ---
    Sol#    Temps (ms)       Coût
       1          22.4     30237.0
       2          22.7     30160.0
       3          23.1     30083.0
       4          23.3     30006.0
       5          23.6     29929.0
       6          23.9     29852.0
       7          24.1     29775.0
       8          24.4     29698.0
       9          24.6     29621.0
      10          24.9     29544.0
      11          25.1     29467.0
      12          25.4     29390.0
      13          25.6     29313.0
      14          25.9     29236.0
      15          26.1     29159.0
      16          26.4     29082.0
      17          26.6     29005.0
      18          26.9     28928.0
      19          27.1     28851.0
      20          27.4     28774.0
      21          27.6     28697.0
      22          27.9     28620.0
      23          28.1     28543.0
      24          28.4     28466.0
      25          28.6     28389.0
      26          28.9     28312.0
      27          29.1     28235.0
      28          29.3     28158.0
      29          29.6     28081.0
      30          29.8     28004.0
      31          30.1     27927.0
      32          30.3     27850.0
      33          30.6     27773.0
      34          30.8     27696.0
      35          31.1     27619.0
      36          31.3     27542.0
      37          31.6     27465.0
      38          31.8     27388.0
      39          32.1     27311.0
      40          32.3     27234.0
      41          32.6     27157.0
      42          32.9     27080.0
      43          33.1     27003.0
      44          33.4     26926.0
      45          33.6     26849.0
      46          33.8     26695.0
      47          34.6     26649.0
      48          35.1     26572.0
      49          35.4     26495.0
      50          35.7     26418.0
      51          36.0     26341.0
      52          36.2     26264.0
      53          36.5     26187.0
      54          36.9     26110.0
      55          37.1     25956.0
      56          37.4     25887.0
      57          37.7     25810.0
      58          37.9     25733.0
      59          38.2     25656.0
      60          38.5     25579.0
      61          38.8     25502.0
      62          39.0     25425.0
      63          39.4     25348.0
      64          39.7     25271.0
      65          39.9     25194.0
      66          40.2     25117.0
      67          40.5     25040.0
      68          40.7     24963.0
      69          40.8     24809.0
      70          41.2     24742.0
      71          41.4     24665.0
      72          41.7     24588.0
      73          41.8     24434.0
      74         382.8     24417.0
      75         383.7     24263.0
      76         384.6     24196.0
      77         384.9     24119.0
      78         385.2     24042.0
      79         385.4     23888.0
      80         386.2     23863.0
      81         387.4     23755.0
      82         387.8     23688.0
      83         388.2     23611.0
      84         388.6     23534.0
      85         388.9     23380.0
      86         392.6     23348.0
      87         398.2     23327.0
      88         405.4     23317.0
      89         425.0     23263.0
      90         425.5     23186.0
      91         425.9     23032.0
      92         428.1     22918.0
      93         589.0     22846.0
      94         867.7     22783.0
      95         870.3     22751.0
      96         873.7     22653.0
      97         903.2     22584.0
      98        1311.1     22525.0
      99        1366.7     22446.0
     100        1373.2     22385.0
     101        1384.0     22382.0
     102        1398.5     22374.0
     103        1400.7     22305.0
     104        1488.5     22263.0
     105        5347.9     22222.0
     106        6710.3     22143.0
     107        6714.9     22100.0
     108        6716.4     22031.0
     109        6717.5     22010.0
     110        6718.3     21965.0
     111        6727.5     21840.0
     112        6729.2     21771.0
     113        6738.9     21733.0
     114        6739.4     21579.0
     115        6739.8     21430.0
     116        6740.2     21380.0
     117        6740.3     21226.0
     118        6793.8     21173.0
     119        7334.3     21080.0
     120        7335.2     21056.0
     121        7336.5     20920.0
     122        7336.9     20875.0
     123        7337.4     20798.0
     124        7337.8     20721.0
     125        7338.1     20567.0
     126        7367.2     20495.0
     127        7430.8     20347.0
     128        7433.9     20262.0
     129        7508.9     20233.0
     130        9090.7     20192.0
     131        9302.2     20163.0
     132        9307.8     20078.0
     133       81630.4     19932.0
     134      285596.9     19929.0
     135      285597.5     19775.0
     136      285693.1     19763.0
     137      285948.9     19748.0
     138      293147.4     19689.0
     139      293152.5     19644.0
     140      293153.4     19564.0
     141      293155.7     19519.0
     142      293489.8     19496.0
     143      293493.7     19392.0
     144      293494.8     19326.0
     145      293709.1     19230.0
     146      295257.3     19208.0
     147      295261.9     19195.0
     148      295262.5     19041.0
     149      295273.8     18969.0
     151      321606.1     18942.0
     153      411934.2     18903.0
     155      412205.2     18861.0
     156      412217.5     18789.0

--- Évolution du vecteur de coûts (toutes les solutions BAB) ---
    Sol#    Temps (ms)        Cost  Vecteur lex
       1          22.4     30237.0  29772, 16, 102, 19, 48, 7, 3, 136, 129, 0, 5
       2          22.7     30160.0  29696, 16, 102, 19, 47, 7, 3, 136, 129, 0, 5
       3          23.1     30083.0  29620, 16, 102, 19, 46, 7, 3, 136, 129, 0, 5
       4          23.3     30006.0  29544, 16, 102, 19, 45, 7, 3, 136, 129, 0, 5
       5          23.6     29929.0  29468, 16, 102, 19, 44, 7, 3, 136, 129, 0, 5
       6          23.9     29852.0  29392, 16, 102, 19, 43, 7, 3, 136, 129, 0, 5
       7          24.1     29775.0  29316, 16, 102, 19, 42, 7, 3, 136, 129, 0, 5
       8          24.4     29698.0  29240, 16, 102, 19, 41, 7, 3, 136, 129, 0, 5
       9          24.6     29621.0  29164, 16, 102, 19, 40, 7, 3, 136, 129, 0, 5
      10          24.9     29544.0  29088, 16, 102, 19, 39, 7, 3, 136, 129, 0, 5
      11          25.1     29467.0  29012, 16, 102, 19, 38, 7, 3, 136, 129, 0, 5
      12          25.4     29390.0  28936, 16, 102, 19, 37, 7, 3, 136, 129, 0, 5
      13          25.6     29313.0  28860, 16, 102, 19, 36, 7, 3, 136, 129, 0, 5
      14          25.9     29236.0  28784, 16, 102, 19, 35, 7, 3, 136, 129, 0, 5
      15          26.1     29159.0  28708, 16, 102, 19, 34, 7, 3, 136, 129, 0, 5
      16          26.4     29082.0  28632, 16, 102, 19, 33, 7, 3, 136, 129, 0, 5
      17          26.6     29005.0  28556, 16, 102, 19, 32, 7, 3, 136, 129, 0, 5
      18          26.9     28928.0  28480, 16, 102, 19, 31, 7, 3, 136, 129, 0, 5
      19          27.1     28851.0  28404, 16, 102, 19, 30, 7, 3, 136, 129, 0, 5
      20          27.4     28774.0  28328, 16, 102, 19, 29, 7, 3, 136, 129, 0, 5
      21          27.6     28697.0  28252, 16, 102, 19, 28, 7, 3, 136, 129, 0, 5
      22          27.9     28620.0  28176, 16, 102, 19, 27, 7, 3, 136, 129, 0, 5
      23          28.1     28543.0  28100, 16, 102, 19, 26, 7, 3, 136, 129, 0, 5
      24          28.4     28466.0  28024, 16, 102, 19, 25, 7, 3, 136, 129, 0, 5
      25          28.6     28389.0  27948, 16, 102, 19, 24, 7, 3, 136, 129, 0, 5
      26          28.9     28312.0  27872, 16, 102, 19, 23, 7, 3, 136, 129, 0, 5
      27          29.1     28235.0  27796, 16, 102, 19, 22, 7, 3, 136, 129, 0, 5
      28          29.3     28158.0  27720, 16, 102, 19, 21, 7, 3, 136, 129, 0, 5
      29          29.6     28081.0  27644, 16, 102, 19, 20, 7, 3, 136, 129, 0, 5
      30          29.8     28004.0  27568, 16, 102, 19, 19, 7, 3, 136, 129, 0, 5
      31          30.1     27927.0  27492, 16, 102, 19, 18, 7, 3, 136, 129, 0, 5
      32          30.3     27850.0  27416, 16, 102, 19, 17, 7, 3, 136, 129, 0, 5
      33          30.6     27773.0  27340, 16, 102, 19, 16, 7, 3, 136, 129, 0, 5
      34          30.8     27696.0  27264, 16, 102, 19, 15, 7, 3, 136, 129, 0, 5
      35          31.1     27619.0  27188, 16, 102, 19, 14, 7, 3, 136, 129, 0, 5
      36          31.3     27542.0  27112, 16, 102, 19, 13, 7, 3, 136, 129, 0, 5
      37          31.6     27465.0  27036, 16, 102, 19, 12, 7, 3, 136, 129, 0, 5
      38          31.8     27388.0  26960, 16, 102, 19, 11, 7, 3, 136, 129, 0, 5
      39          32.1     27311.0  26884, 16, 102, 19, 10, 7, 3, 136, 129, 0, 5
      40          32.3     27234.0  26808, 16, 102, 19, 9, 7, 3, 136, 129, 0, 5
