cf_id,cf_name,preset,borrow_mode,nb_voix,especes,v_type,timeout_ms,stagnation_ms,temps_total_ms,temps_premiere_solution_ms,temps_derniere_amelioration_ms,nb_solutions,nb_ameliorations,cout_final,terminaison,noeuds,echecs,redemarrages,propagations,profondeur_max
/
,direct_cf_Majeur,bryce,0,4,1-0-0-2,1-2-2,480000,0,480000.3,210.4,195531.1,93,91,44407.0,TIMEOUT_MAX,3998338,1999053,0,2373566127,112

# Améliorations
solution_num,temps_ms,cout
1,210.4,51994.0
2,211.5,51774.0
3,211.9,51719.0
4,212.3,51664.0
5,212.8,51609.0
6,213.1,51554.0
7,213.4,51499.0
8,213.7,51444.0
9,214.0,51389.0
10,214.3,51334.0
11,214.6,51279.0
12,214.8,51224.0
13,215.1,51169.0
14,215.4,51114.0
15,215.5,50894.0
16,216.3,50725.0
17,218.7,50570.0
18,223.8,50521.0
19,225.1,50449.0
20,318.7,50368.0
21,337.5,50247.0
22,429.4,50183.0
23,430.3,49963.0
24,430.6,49908.0
25,430.9,49853.0
26,431.3,49798.0
27,431.5,49743.0
28,431.8,49688.0
29,432.2,49633.0
30,432.5,49578.0
31,432.9,49523.0
32,433.2,49468.0
33,433.5,49413.0
34,433.8,49358.0
35,434.0,49303.0
36,434.2,49083.0
37,435.2,49011.0
38,435.9,48839.0
39,437.5,48767.0
40,1550.1,48629.0
41,1550.4,48557.0
42,1559.2,48508.0
43,1559.5,48453.0
44,1559.9,48398.0
45,1560.2,48343.0
46,1560.5,48288.0
47,1560.8,48068.0
48,1561.1,47864.0
49,1561.5,47792.0
50,1561.9,47691.0
51,1563.9,47624.0
52,1570.8,47585.0
53,1571.2,47365.0
54,1597.4,47329.0
55,1603.8,47172.0
56,4484.8,47123.0
57,4495.0,46968.0
58,4532.0,46865.0
59,4538.8,46710.0
60,5032.4,46603.0
61,5349.3,46554.0
62,5350.6,46482.0
63,17019.2,46279.0
64,17038.7,46193.0
65,17078.4,46158.0
66,17094.3,46107.0
67,17098.8,46072.0
68,17165.2,46057.0
69,17181.6,46022.0
71,17207.7,45936.0
72,18350.2,45883.0
73,18350.8,45828.0
74,18351.2,45773.0
75,18351.5,45718.0
76,18351.8,45498.0
77,18354.1,45343.0
78,18356.8,45222.0
79,18368.1,45187.0
80,18409.2,45147.0
81,19224.3,45050.0
82,19226.3,44978.0
83,19233.7,44943.0
84,73338.1,44899.0
85,73338.5,44827.0
86,87588.8,44780.0
87,87589.2,44705.0
88,88017.9,44615.0
89,92598.7,44573.0
91,92599.6,44501.0
92,194416.1,44466.0
93,195531.1,44407.0

# Evolution couts
solution_num,temps_ms,cout_scalaire,vecteur_lex
1,210.4,51994.0,"50968; 16; 118; 16; 23; 6; 0; 34; 20; 0; 774; 1; 18"
2,211.5,51774.0,"50752; 16; 118; 16; 23; 6; 0; 34; 16; 0; 774; 1; 18"
3,211.9,51719.0,"50698; 16; 118; 16; 23; 6; 0; 34; 15; 0; 774; 1; 18"
4,212.3,51664.0,"50644; 16; 118; 16; 23; 6; 0; 34; 14; 0; 774; 1; 18"
5,212.8,51609.0,"50590; 16; 118; 16; 23; 6; 0; 34; 13; 0; 774; 1; 18"
6,213.1,51554.0,"50536; 16; 118; 16; 23; 6; 0; 34; 12; 0; 774; 1; 18"
7,213.4,51499.0,"50482; 16; 118; 16; 23; 6; 0; 34; 11; 0; 774; 1; 18"
8,213.7,51444.0,"50428; 16; 118; 16; 23; 6; 0; 34; 10; 0; 774; 1; 18"
9,214.0,51389.0,"50374; 16; 118; 16; 23; 6; 0; 34; 9; 0; 774; 1; 18"
10,214.3,51334.0,"50320; 16; 118; 16; 23; 6; 0; 34; 8; 0; 774; 1; 18"
11,214.6,51279.0,"50266; 16; 118; 16; 23; 6; 0; 34; 7; 0; 774; 1; 18"
12,214.8,51224.0,"50212; 16; 118; 16; 23; 6; 0; 34; 6; 0; 774; 1; 18"
13,215.1,51169.0,"50158; 16; 118; 16; 23; 6; 0; 34; 5; 0; 774; 1; 18"
14,215.4,51114.0,"50104; 16; 118; 16; 23; 6; 0; 34; 4; 0; 774; 1; 18"
15,215.5,50894.0,"49888; 16; 118; 16; 23; 6; 0; 34; 0; 0; 774; 1; 18"
16,216.3,50725.0,"49722; 16; 118; 16; 23; 7; 0; 30; 0; 0; 774; 1; 18"
17,218.7,50570.0,"49568; 14; 118; 16; 23; 7; 0; 30; 0; 0; 776; 0; 18"
18,223.8,50521.0,"49522; 16; 118; 16; 22; 8; 0; 28; 0; 0; 773; 0; 18"
19,225.1,50449.0,"49448; 14; 118; 16; 22; 7; 0; 28; 0; 0; 778; 0; 18"
20,318.7,50368.0,"49366; 14; 114; 16; 23; 7; 0; 32; 0; 0; 776; 0; 20"
21,337.5,50247.0,"49246; 14; 114; 16; 22; 7; 0; 30; 0; 0; 778; 0; 20"
22,429.4,50183.0,"49178; 16; 102; 16; 22; 7; 0; 30; 20; 0; 773; 1; 18"
23,430.3,49963.0,"48962; 16; 102; 16; 22; 7; 0; 30; 16; 0; 773; 1; 18"
24,430.6,49908.0,"48908; 16; 102; 16; 22; 7; 0; 30; 15; 0; 773; 1; 18"
25,430.9,49853.0,"48854; 16; 102; 16; 22; 7; 0; 30; 14; 0; 773; 1; 18"
26,431.3,49798.0,"48800; 16; 102; 16; 22; 7; 0; 30; 13; 0; 773; 1; 18"
27,431.5,49743.0,"48746; 16; 102; 16; 22; 7; 0; 30; 12; 0; 773; 1; 18"
28,431.8,49688.0,"48692; 16; 102; 16; 22; 7; 0; 30; 11; 0; 773; 1; 18"
29,432.2,49633.0,"48638; 16; 102; 16; 22; 7; 0; 30; 10; 0; 773; 1; 18"
30,432.5,49578.0,"48584; 16; 102; 16; 22; 7; 0; 30; 9; 0; 773; 1; 18"
31,432.9,49523.0,"48530; 16; 102; 16; 22; 7; 0; 30; 8; 0; 773; 1; 18"
32,433.2,49468.0,"48476; 16; 102; 16; 22; 7; 0; 30; 7; 0; 773; 1; 18"
33,433.5,49413.0,"48422; 16; 102; 16; 22; 7; 0; 30; 6; 0; 773; 1; 18"
34,433.8,49358.0,"48368; 16; 102; 16; 22; 7; 0; 30; 5; 0; 773; 1; 18"
35,434.0,49303.0,"48314; 16; 102; 16; 22; 7; 0; 30; 4; 0; 773; 1; 18"
36,434.2,49083.0,"48098; 16; 102; 16; 22; 7; 0; 30; 0; 0; 773; 1; 18"
37,435.2,49011.0,"48024; 14; 102; 16; 22; 6; 0; 30; 0; 0; 778; 1; 18"
38,435.9,48839.0,"47858; 16; 102; 16; 22; 7; 0; 26; 0; 0; 773; 1; 18"
39,437.5,48767.0,"47784; 14; 102; 16; 22; 6; 0; 26; 0; 0; 778; 1; 18"
40,1550.1,48629.0,"47668; 18; 102; 24; 21; 8; 0; 32; 0; 0; 737; 1; 18"
41,1550.4,48557.0,"47594; 16; 102; 24; 21; 7; 0; 32; 0; 0; 742; 1; 18"
42,1559.2,48508.0,"47546; 18; 104; 16; 21; 8; 0; 32; 8; 0; 735; 2; 18"
43,1559.5,48453.0,"47492; 18; 104; 16; 21; 8; 0; 32; 7; 0; 735; 2; 18"
44,1559.9,48398.0,"47438; 18; 104; 16; 21; 8; 0; 32; 6; 0; 735; 2; 18"
45,1560.2,48343.0,"47384; 18; 104; 16; 21; 8; 0; 32; 5; 0; 735; 2; 18"
46,1560.5,48288.0,"47330; 18; 104; 16; 21; 8; 0; 32; 4; 0; 735; 2; 18"
47,1560.8,48068.0,"47114; 18; 104; 16; 21; 8; 0; 32; 0; 0; 735; 2; 18"
48,1561.1,47864.0,"46914; 18; 104; 16; 20; 9; 0; 30; 0; 0; 734; 1; 18"
49,1561.5,47792.0,"46840; 16; 104; 16; 20; 8; 0; 30; 0; 0; 739; 1; 18"
50,1561.9,47691.0,"46738; 16; 102; 16; 20; 7; 0; 30; 0; 0; 743; 1; 18"
51,1563.9,47624.0,"46672; 16; 102; 16; 20; 7; 0; 30; 0; 0; 740; 1; 20"
52,1570.8,47585.0,"46632; 16; 98; 16; 21; 7; 0; 32; 4; 0; 738; 1; 20"
53,1571.2,47365.0,"46416; 16; 98; 16; 21; 7; 0; 32; 0; 0; 738; 1; 20"
54,1597.4,47329.0,"46384; 16; 102; 16; 20; 7; 0; 28; 0; 0; 738; 0; 18"
55,1603.8,47172.0,"46230; 16; 102; 16; 21; 6; 0; 26; 0; 0; 737; 0; 18"
56,4484.8,47123.0,"46184; 16; 102; 16; 22; 6; 0; 28; 0; 0; 730; 1; 18"
57,4495.0,46968.0,"46030; 14; 102; 16; 22; 6; 0; 28; 0; 0; 732; 0; 18"
58,4532.0,46865.0,"45930; 14; 102; 16; 22; 6; 0; 28; 0; 0; 730; 1; 16"
59,4538.8,46710.0,"45776; 12; 102; 16; 22; 6; 0; 28; 0; 0; 732; 0; 16"
60,5032.4,46603.0,"45670; 12; 102; 16; 21; 6; 0; 28; 0; 0; 730; 0; 18"
61,5349.3,46554.0,"45624; 14; 102; 16; 20; 7; 0; 26; 0; 0; 727; 0; 18"
62,5350.6,46482.0,"45550; 12; 102; 16; 20; 6; 0; 26; 0; 0; 732; 0; 18"
63,17019.2,46279.0,"45366; 12; 102; 24; 22; 6; 0; 30; 0; 0; 701; 2; 14"
64,17038.7,46193.0,"45278; 12; 98; 24; 22; 7; 0; 32; 0; 0; 702; 2; 16"
65,17078.4,46158.0,"45246; 12; 102; 24; 21; 6; 0; 28; 0; 0; 703; 2; 14"
66,17094.3,46107.0,"45192; 12; 98; 24; 21; 7; 0; 30; 0; 0; 704; 3; 16"
67,17098.8,46072.0,"45158; 12; 98; 24; 21; 7; 0; 30; 0; 0; 704; 2; 16"
68,17165.2,46057.0,"45146; 12; 98; 24; 22; 7; 0; 34; 0; 0; 694; 4; 16"
69,17181.6,46022.0,"45114; 12; 102; 24; 21; 6; 0; 30; 0; 0; 695; 4; 14"
70,17204.6,46022.0,"45114; 12; 102; 24; 20; 7; 0; 30; 0; 0; 696; 3; 14"
71,17207.7,45936.0,"45026; 12; 98; 24; 21; 7; 0; 32; 0; 0; 696; 4; 16"
72,18350.2,45883.0,"44976; 14; 102; 16; 21; 6; 0; 34; 7; 0; 688; 3; 16"
73,18350.8,45828.0,"44922; 14; 102; 16; 21; 6; 0; 34; 6; 0; 688; 3; 16"
74,18351.2,45773.0,"44868; 14; 102; 16; 21; 6; 0; 34; 5; 0; 688; 3; 16"
75,18351.5,45718.0,"44814; 14; 102; 16; 21; 6; 0; 34; 4; 0; 688; 3; 16"
76,18351.8,45498.0,"44598; 14; 102; 16; 21; 6; 0; 34; 0; 0; 688; 3; 16"
77,18354.1,45343.0,"44444; 12; 102; 16; 21; 6; 0; 34; 0; 0; 690; 2; 16"
78,18356.8,45222.0,"44324; 12; 102; 16; 20; 6; 0; 32; 0; 0; 692; 2; 16"
79,18368.1,45187.0,"44290; 12; 102; 16; 20; 6; 0; 32; 0; 0; 692; 1; 16"
80,18409.2,45147.0,"44250; 12; 102; 16; 20; 6; 0; 30; 0; 0; 694; 1; 16"
