cf_id,cf_name,preset,borrow_mode,nb_voix,especes,v_type,timeout_ms,stagnation_ms,temps_total_ms,temps_premiere_solution_ms,temps_derniere_amelioration_ms,nb_solutions,nb_ameliorations,cout_final,terminaison,noeuds,echecs,redemarrages,propagations,profondeur_max
/
,direct_cf_Majeur,bryce,0,4,1-0-0-0,3-3-1,480000,0,480000.1,28.5,332712.2,118,117,10332.0,TIMEOUT_MAX,3760284,1880013,0,2870786809,76

# Améliorations
solution_num,temps_ms,cout
1,28.5,24493.0
2,29.3,22678.0
3,30.1,22374.0
4,43.3,22346.0
5,43.7,22313.0
6,62.2,22051.0
7,67.7,21985.0
8,110.1,20414.0
9,116.2,20041.0
10,120.1,19951.0
12,181.1,19915.0
13,182.4,19764.0
14,184.8,19725.0
15,212.6,19704.0
16,213.2,19668.0
17,234.2,19584.0
18,239.3,19560.0
19,240.7,19524.0
20,348.3,19521.0
21,585.4,19514.0
22,815.7,19484.0
23,1203.3,19390.0
24,1203.6,19063.0
25,1211.8,19051.0
26,1215.1,19027.0
27,1220.7,18963.0
28,1223.8,18795.0
29,1224.2,18468.0
30,1455.3,17578.0
31,1456.2,17251.0
32,1458.8,17149.0
33,1460.7,17113.0
34,1480.5,17061.0
35,1492.0,16833.0
36,1493.9,16818.0
37,1496.5,16695.0
38,1614.2,16631.0
39,1616.9,16493.0
40,1684.9,16484.0
41,2513.2,16433.0
42,2514.3,16310.0
43,2552.9,16204.0
44,2553.5,16168.0
45,2554.3,16156.0
46,2557.0,16135.0
47,2674.5,15991.0
48,11338.0,15961.0
49,11339.1,15859.0
50,11339.5,15823.0
51,11341.0,15660.0
52,11341.9,15624.0
53,11435.2,15494.0
54,11438.6,15434.0
55,11444.7,15146.0
56,11512.1,15140.0
57,11512.6,15104.0
58,11529.7,14960.0
59,11769.8,14959.0
60,11770.6,14944.0
61,11771.0,14857.0
62,11771.3,14821.0
63,11788.4,14719.0
64,11830.2,14587.0
65,12519.8,14446.0
66,12521.5,14436.0
67,12523.0,14282.0
68,12524.3,14178.0
69,12532.1,14138.0
70,12533.2,14034.0
71,12666.7,13820.0
72,12688.4,13778.0
73,12727.3,13628.0
74,18647.2,13541.0
75,22082.0,13343.0
76,22083.7,13289.0
77,22100.3,13041.0
78,22107.4,12918.0
79,22110.6,12774.0
80,22112.7,12740.0
81,22113.9,12650.0
82,22117.1,12482.0
83,22120.5,12428.0
84,22189.8,12356.0
85,22581.2,12329.0
86,22583.6,12155.0
87,26724.4,12069.0
88,47163.8,12063.0
89,47566.0,12042.0
90,57323.2,11943.0
91,111731.7,11836.0
92,111734.7,11815.0
93,115900.7,11806.0
94,124496.1,11731.0
95,124500.5,11710.0
96,127009.2,11707.0
97,127077.4,11569.0
98,127088.2,11548.0
99,150865.2,11503.0
100,150888.8,11473.0
101,159416.2,11464.0
102,228530.3,11369.0
103,228533.1,11309.0
104,228558.0,11186.0
105,228818.1,11134.0
106,228930.8,10960.0
107,228935.1,10900.0
108,228951.4,10867.0
109,228956.3,10777.0
110,238976.5,10759.0
111,238992.4,10732.0
112,239042.8,10705.0
113,287288.9,10689.0
114,287316.4,10551.0
115,287322.5,10530.0
116,287437.4,10494.0
117,289706.9,10470.0
118,332712.2,10332.0

# Evolution couts
solution_num,temps_ms,cout_scalaire,vecteur_lex
1,28.5,24493.0,"24152; 20; 144; 14; 3; 0; 24; 124; 0; 12"
2,29.3,22678.0,"22375; 20; 144; 15; 2; 0; 24; 86; 0; 12"
3,30.1,22374.0,"22074; 18; 144; 14; 2; 0; 24; 85; 0; 13"
