cf_id,cf_name,preset,borrow_mode,nb_voix,especes,v_type,timeout_ms,stagnation_ms,temps_total_ms,temps_premiere_solution_ms,temps_derniere_amelioration_ms,nb_solutions,nb_ameliorations,cout_final,terminaison,noeuds,echecs,redemarrages,propagations,profondeur_max
/
,direct_cf_Majeur,bryce,0,4,1-0-0-2,2-3-1,480000,0,480000.2,5614.6,356332.4,89,88,53528.0,TIMEOUT_MAX,4101468,2050627,0,2262793465,110

# Améliorations
solution_num,temps_ms,cout
1,5614.6,61535.0
2,5615.5,61315.0
3,5615.9,61260.0
4,5616.2,61205.0
5,5616.7,61150.0
6,5617.1,61095.0
7,5617.4,61040.0
8,5617.7,60985.0
9,5617.9,60930.0
10,5618.2,60875.0
11,5618.5,60820.0
12,5618.8,60765.0
13,5619.1,60710.0
14,5619.4,60655.0
15,5619.5,60435.0
16,5647.2,60278.0
17,5661.1,60156.0
18,5696.9,58916.0
19,5697.8,58696.0
20,5698.1,58641.0
21,5698.4,58586.0
22,5698.8,58531.0
23,5699.0,58476.0
24,5699.3,58421.0
25,5699.6,58366.0
26,5699.9,58311.0
27,5700.1,58256.0
28,5700.4,58201.0
29,5700.7,58146.0
30,5700.9,58091.0
31,5701.2,58036.0
32,5701.5,57981.0
33,5701.7,57926.0
34,5702.0,57871.0
35,5702.2,57816.0
36,5702.4,57596.0
37,5702.6,57595.0
38,5702.9,57540.0
39,5703.1,57485.0
40,5703.4,57430.0
41,5703.6,57375.0
42,5703.8,57155.0
43,5724.0,56998.0
44,5840.1,56960.0
45,5840.6,56905.0
46,5840.9,56850.0
47,5841.2,56630.0
48,5841.5,56629.0
49,5841.8,56574.0
50,5842.0,56519.0
51,5842.3,56464.0
52,5842.6,56409.0
53,5842.7,56189.0
54,5847.6,56185.0
55,5848.0,56130.0
56,5848.3,55910.0
57,5873.0,55753.0
58,8143.6,55641.0
59,8999.5,55596.0
60,28107.2,55586.0
61,28107.7,55531.0
62,28108.0,55476.0
63,28108.4,55421.0
64,28108.7,55366.0
65,28109.0,55311.0
66,28109.3,55256.0
67,28109.8,55201.0
68,28110.1,55146.0
69,28110.4,55091.0
70,28110.7,55036.0
71,28110.9,54981.0
72,28111.2,54926.0
73,28111.5,54871.0
74,28111.7,54816.0
75,28111.9,54596.0
76,28147.3,54561.0
77,28224.0,54480.0
78,28224.4,54406.0
79,28255.7,54371.0
80,28286.1,54282.0
81,28518.9,54160.0
82,28555.3,54125.0
83,32125.4,54121.0
84,32126.0,54066.0
85,32126.3,53846.0
86,155271.9,53788.0
88,356332.0,53748.0
89,356332.4,53528.0

# Evolution couts
solution_num,temps_ms,cout_scalaire,vecteur_lex
1,5614.6,61535.0,"60288; 16; 128; 8; 38; 3; 0; 28; 20; 0; 979; 7; 20"
2,5615.5,61315.0,"60072; 16; 128; 8; 38; 3; 0; 28; 16; 0; 979; 7; 20"
3,5615.9,61260.0,"60018; 16; 128; 8; 38; 3; 0; 28; 15; 0; 979; 7; 20"
4,5616.2,61205.0,"59964; 16; 128; 8; 38; 3; 0; 28; 14; 0; 979; 7; 20"
5,5616.7,61150.0,"59910; 16; 128; 8; 38; 3; 0; 28; 13; 0; 979; 7; 20"
6,5617.1,61095.0,"59856; 16; 128; 8; 38; 3; 0; 28; 12; 0; 979; 7; 20"
7,5617.4,61040.0,"59802; 16; 128; 8; 38; 3; 0; 28; 11; 0; 979; 7; 20"
8,5617.7,60985.0,"59748; 16; 128; 8; 38; 3; 0; 28; 10; 0; 979; 7; 20"
9,5617.9,60930.0,"59694; 16; 128; 8; 38; 3; 0; 28; 9; 0; 979; 7; 20"
10,5618.2,60875.0,"59640; 16; 128; 8; 38; 3; 0; 28; 8; 0; 979; 7; 20"
11,5618.5,60820.0,"59586; 16; 128; 8; 38; 3; 0; 28; 7; 0; 979; 7; 20"
12,5618.8,60765.0,"59532; 16; 128; 8; 38; 3; 0; 28; 6; 0; 979; 7; 20"
13,5619.1,60710.0,"59478; 16; 128; 8; 38; 3; 0; 28; 5; 0; 979; 7; 20"
14,5619.4,60655.0,"59424; 16; 128; 8; 38; 3; 0; 28; 4; 0; 979; 7; 20"
15,5619.5,60435.0,"59208; 16; 128; 8; 38; 3; 0; 28; 0; 0; 979; 7; 20"
16,5647.2,60278.0,"59054; 16; 128; 8; 38; 3; 0; 26; 0; 0; 979; 6; 20"
17,5661.1,60156.0,"58934; 16; 128; 8; 38; 3; 0; 24; 0; 0; 979; 6; 20"
18,5696.9,58916.0,"57738; 18; 128; 8; 38; 4; 0; 28; 24; 0; 903; 7; 20"
19,5697.8,58696.0,"57522; 18; 128; 8; 38; 4; 0; 28; 20; 0; 903; 7; 20"
20,5698.1,58641.0,"57468; 18; 128; 8; 38; 4; 0; 28; 19; 0; 903; 7; 20"
21,5698.4,58586.0,"57414; 18; 128; 8; 38; 4; 0; 28; 18; 0; 903; 7; 20"
22,5698.8,58531.0,"57360; 18; 128; 8; 38; 4; 0; 28; 17; 0; 903; 7; 20"
23,5699.0,58476.0,"57306; 18; 128; 8; 38; 4; 0; 28; 16; 0; 903; 7; 20"
24,5699.3,58421.0,"57252; 18; 128; 8; 38; 4; 0; 28; 15; 0; 903; 7; 20"
25,5699.6,58366.0,"57198; 18; 128; 8; 38; 4; 0; 28; 14; 0; 903; 7; 20"
26,5699.9,58311.0,"57144; 18; 128; 8; 38; 4; 0; 28; 13; 0; 903; 7; 20"
27,5700.1,58256.0,"57090; 18; 128; 8; 38; 4; 0; 28; 12; 0; 903; 7; 20"
28,5700.4,58201.0,"57036; 18; 128; 8; 38; 4; 0; 28; 11; 0; 903; 7; 20"
29,5700.7,58146.0,"56982; 18; 128; 8; 38; 4; 0; 28; 10; 0; 903; 7; 20"
30,5700.9,58091.0,"56928; 18; 128; 8; 38; 4; 0; 28; 9; 0; 903; 7; 20"
31,5701.2,58036.0,"56874; 18; 128; 8; 38; 4; 0; 28; 8; 0; 903; 7; 20"
32,5701.5,57981.0,"56820; 18; 128; 8; 38; 4; 0; 28; 7; 0; 903; 7; 20"
33,5701.7,57926.0,"56766; 18; 128; 8; 38; 4; 0; 28; 6; 0; 903; 7; 20"
34,5702.0,57871.0,"56712; 18; 128; 8; 38; 4; 0; 28; 5; 0; 903; 7; 20"
35,5702.2,57816.0,"56658; 18; 128; 8; 38; 4; 0; 28; 4; 0; 903; 7; 20"
36,5702.4,57596.0,"56442; 18; 128; 8; 38; 4; 0; 28; 0; 0; 903; 7; 20"
37,5702.6,57595.0,"56440; 16; 128; 8; 38; 3; 0; 28; 8; 0; 899; 7; 20"
38,5702.9,57540.0,"56386; 16; 128; 8; 38; 3; 0; 28; 7; 0; 899; 7; 20"
39,5703.1,57485.0,"56332; 16; 128; 8; 38; 3; 0; 28; 6; 0; 899; 7; 20"
40,5703.4,57430.0,"56278; 16; 128; 8; 38; 3; 0; 28; 5; 0; 899; 7; 20"
41,5703.6,57375.0,"56224; 16; 128; 8; 38; 3; 0; 28; 4; 0; 899; 7; 20"
42,5703.8,57155.0,"56008; 16; 128; 8; 38; 3; 0; 28; 0; 0; 899; 7; 20"
43,5724.0,56998.0,"55854; 16; 128; 8; 38; 3; 0; 26; 0; 0; 899; 6; 20"
44,5840.1,56960.0,"55804; 16; 114; 8; 37; 5; 0; 32; 6; 0; 911; 7; 20"
45,5840.6,56905.0,"55750; 16; 114; 8; 37; 5; 0; 32; 5; 0; 911; 7; 20"
46,5840.9,56850.0,"55696; 16; 114; 8; 37; 5; 0; 32; 4; 0; 911; 7; 20"
47,5841.2,56630.0,"55480; 16; 114; 8; 37; 5; 0; 32; 0; 0; 911; 7; 20"
48,5841.5,56629.0,"55478; 14; 114; 8; 37; 4; 0; 32; 8; 0; 907; 7; 20"
49,5841.8,56574.0,"55424; 14; 114; 8; 37; 4; 0; 32; 7; 0; 907; 7; 20"
50,5842.0,56519.0,"55370; 14; 114; 8; 37; 4; 0; 32; 6; 0; 907; 7; 20"
51,5842.3,56464.0,"55316; 14; 114; 8; 37; 4; 0; 32; 5; 0; 907; 7; 20"
52,5842.6,56409.0,"55262; 14; 114; 8; 37; 4; 0; 32; 4; 0; 907; 7; 20"
53,5842.7,56189.0,"55046; 14; 114; 8; 37; 4; 0; 32; 0; 0; 907; 7; 20"
54,5847.6,56185.0,"55042; 14; 114; 8; 37; 4; 0; 28; 5; 0; 907; 6; 20"
55,5848.0,56130.0,"54988; 14; 114; 8; 37; 4; 0; 28; 4; 0; 907; 6; 20"
56,5848.3,55910.0,"54772; 14; 114; 8; 37; 4; 0; 28; 0; 0; 907; 6; 20"
57,5873.0,55753.0,"54618; 14; 114; 8; 37; 4; 0; 26; 0; 0; 907; 5; 20"
58,8143.6,55641.0,"54510; 14; 114; 8; 37; 4; 0; 26; 0; 0; 907; 5; 16"
59,8999.5,55596.0,"54464; 14; 114; 8; 37; 4; 0; 24; 0; 0; 907; 4; 20"
60,28107.2,55586.0,"54464; 14; 114; 8; 37; 3; 0; 34; 18; 0; 867; 7; 20"
61,28107.7,55531.0,"54410; 14; 114; 8; 37; 3; 0; 34; 17; 0; 867; 7; 20"
62,28108.0,55476.0,"54356; 14; 114; 8; 37; 3; 0; 34; 16; 0; 867; 7; 20"
63,28108.4,55421.0,"54302; 14; 114; 8; 37; 3; 0; 34; 15; 0; 867; 7; 20"
64,28108.7,55366.0,"54248; 14; 114; 8; 37; 3; 0; 34; 14; 0; 867; 7; 20"
65,28109.0,55311.0,"54194; 14; 114; 8; 37; 3; 0; 34; 13; 0; 867; 7; 20"
66,28109.3,55256.0,"54140; 14; 114; 8; 37; 3; 0; 34; 12; 0; 867; 7; 20"
67,28109.8,55201.0,"54086; 14; 114; 8; 37; 3; 0; 34; 11; 0; 867; 7; 20"
68,28110.1,55146.0,"54032; 14; 114; 8; 37; 3; 0; 34; 10; 0; 867; 7; 20"
69,28110.4,55091.0,"53978; 14; 114; 8; 37; 3; 0; 34; 9; 0; 867; 7; 20"
70,28110.7,55036.0,"53924; 14; 114; 8; 37; 3; 0; 34; 8; 0; 867; 7; 20"
71,28110.9,54981.0,"53870; 14; 114; 8; 37; 3; 0; 34; 7; 0; 867; 7; 20"
72,28111.2,54926.0,"53816; 14; 114; 8; 37; 3; 0; 34; 6; 0; 867; 7; 20"
73,28111.5,54871.0,"53762; 14; 114; 8; 37; 3; 0; 34; 5; 0; 867; 7; 20"
74,28111.7,54816.0,"53708; 14; 114; 8; 37; 3; 0; 34; 4; 0; 867; 7; 20"
75,28111.9,54596.0,"53492; 14; 114; 8; 37; 3; 0; 34; 0; 0; 867; 7; 20"
76,28147.3,54561.0,"53458; 14; 114; 8; 37; 3; 0; 34; 0; 0; 867; 6; 20"
77,28224.0,54480.0,"53378; 14; 114; 8; 38; 3; 0; 30; 0; 0; 869; 6; 20"
78,28224.4,54406.0,"53304; 14; 114; 8; 37; 3; 0; 28; 0; 0; 873; 5; 20"
79,28255.7,54371.0,"53270; 14; 114; 8; 37; 3; 0; 28; 0; 0; 873; 4; 20"
80,28286.1,54282.0,"53184; 14; 114; 8; 37; 3; 0; 30; 0; 0; 867; 5; 20"
81,28518.9,54160.0,"53064; 14; 114; 8; 37; 3; 0; 28; 0; 0; 867; 5; 20"
82,28555.3,54125.0,"53030; 14; 114; 8; 37; 3; 0; 28; 0; 0; 867; 4; 20"
83,32125.4,54121.0,"53026; 14; 114; 8; 37; 3; 0; 24; 5; 0; 867; 3; 20"
84,32126.0,54066.0,"52972; 14; 114; 8; 37; 3; 0; 24; 4; 0; 867; 3; 20"
85,32126.3,53846.0,"52756; 14; 114; 8; 37; 3; 0; 24; 0; 0; 867; 3; 20"
86,155271.9,53788.0,"52704; 16; 114; 8; 37; 4; 0; 26; 0; 0; 855; 4; 20"
87,278337.5,53791.0,"52702; 14; 114; 8; 37; 3; 0; 22; 0; 0; 870; 3; 18"
88,356332.0,53748.0,"52665; 16; 114; 8; 37; 3; 0; 24; 4; 0; 855; 3; 19"
89,356332.4,53528.0,"52449; 16; 114; 8; 37; 3; 0; 24; 0; 0; 855; 3; 19"
