cf_id,cf_name,preset,borrow_mode,nb_voix,especes,v_type,timeout_ms,stagnation_ms,temps_total_ms,temps_premiere_solution_ms,temps_derniere_amelioration_ms,nb_solutions,nb_ameliorations,cout_final,terminaison,noeuds,echecs,redemarrages,propagations,profondeur_max
/
,direct_cf_Majeur,bryce,0,4,1-0-0-2,1-1-3,480000,0,480000.2,316.7,370986.1,103,101,21184.0,TIMEOUT_MAX,3508401,1754076,0,2661178463,127

# Améliorations
solution_num,temps_ms,cout
1,316.7,28162.0
2,318.0,27942.0
3,318.4,27887.0
4,319.2,27832.0
5,319.5,27777.0
6,319.8,27722.0
7,320.0,27667.0
8,320.3,27612.0
9,320.6,27557.0
10,320.8,27502.0
11,321.1,27447.0
12,321.4,27392.0
13,321.6,27337.0
14,321.9,27282.0
15,322.2,27227.0
16,322.4,27172.0
17,322.7,27117.0
18,322.9,27062.0
19,323.1,26842.0
20,324.1,26795.0
21,343.9,26752.0
22,344.8,26532.0
23,345.1,26477.0
24,345.4,26422.0
25,345.8,26367.0
26,346.0,26312.0
27,346.3,26257.0
28,346.5,26202.0
29,346.8,26147.0
30,347.0,26092.0
31,347.3,26037.0
32,347.6,25982.0
33,347.8,25927.0
34,348.1,25872.0
35,348.3,25817.0
36,348.6,25762.0
37,348.8,25707.0
38,349.1,25652.0
39,349.2,25432.0
40,349.6,25385.0
41,388.3,25334.0
42,389.7,25252.0
43,398.5,25205.0
44,398.9,25150.0
45,399.2,24930.0
46,399.8,24848.0
47,3580.8,24806.0
48,3581.2,24724.0
49,3584.6,24614.0
50,3586.1,24532.0
51,3627.3,24457.0
52,8392.7,24245.0
53,11152.9,24187.0
54,11157.9,24178.0
55,11175.9,24136.0
56,11189.0,24106.0
57,11234.4,23936.0
58,21401.4,23875.0
59,21403.6,23793.0
61,93044.3,23772.0
62,112986.2,23730.0
63,112986.7,23675.0
64,112987.1,23620.0
65,112987.5,23565.0
66,112987.9,23510.0
67,112988.6,23455.0
68,112989.0,23400.0
69,112989.2,23180.0
70,113001.6,23171.0
71,113008.5,23059.0
72,113011.4,22977.0
73,113030.3,22937.0
74,113033.2,22855.0
75,113076.0,22846.0
76,113077.2,22764.0
77,113088.8,22734.0
78,113270.7,22650.0
79,113284.0,22456.0
80,113292.1,22416.0
81,113293.5,22334.0
82,113629.0,22283.0
83,113629.3,22160.0
84,113631.4,22078.0
85,113646.6,22036.0
86,113655.8,22006.0
87,113846.3,21999.0
88,126838.5,21936.0
89,126844.4,21906.0
90,177332.3,21849.0
91,184703.3,21764.0
93,224547.9,21716.0
94,224548.7,21634.0
95,224749.1,21571.0
96,224821.5,21488.0
97,224823.0,21406.0
98,224829.9,21366.0
99,224902.5,21284.0
100,356629.0,21253.0
101,356669.2,21240.0
102,358644.5,21213.0
103,370986.1,21184.0

# Evolution couts
solution_num,temps_ms,cout_scalaire,vecteur_lex
1,316.7,28162.0,"27696; 6; 134; 0; 15; 6; 0; 28; 24; 0; 234; 1; 18"
2,318.0,27942.0,"27480; 6; 134; 0; 15; 6; 0; 28; 20; 0; 234; 1; 18"
3,318.4,27887.0,"27426; 6; 134; 0; 15; 6; 0; 28; 19; 0; 234; 1; 18"
4,319.2,27832.0,"27372; 6; 134; 0; 15; 6; 0; 28; 18; 0; 234; 1; 18"
5,319.5,27777.0,"27318; 6; 134; 0; 15; 6; 0; 28; 17; 0; 234; 1; 18"
6,319.8,27722.0,"27264; 6; 134; 0; 15; 6; 0; 28; 16; 0; 234; 1; 18"
7,320.0,27667.0,"27210; 6; 134; 0; 15; 6; 0; 28; 15; 0; 234; 1; 18"
8,320.3,27612.0,"27156; 6; 134; 0; 15; 6; 0; 28; 14; 0; 234; 1; 18"
9,320.6,27557.0,"27102; 6; 134; 0; 15; 6; 0; 28; 13; 0; 234; 1; 18"
10,320.8,27502.0,"27048; 6; 134; 0; 15; 6; 0; 28; 12; 0; 234; 1; 18"
11,321.1,27447.0,"26994; 6; 134; 0; 15; 6; 0; 28; 11; 0; 234; 1; 18"
12,321.4,27392.0,"26940; 6; 134; 0; 15; 6; 0; 28; 10; 0; 234; 1; 18"
13,321.6,27337.0,"26886; 6; 134; 0; 15; 6; 0; 28; 9; 0; 234; 1; 18"
14,321.9,27282.0,"26832; 6; 134; 0; 15; 6; 0; 28; 8; 0; 234; 1; 18"
15,322.2,27227.0,"26778; 6; 134; 0; 15; 6; 0; 28; 7; 0; 234; 1; 18"
16,322.4,27172.0,"26724; 6; 134; 0; 15; 6; 0; 28; 6; 0; 234; 1; 18"
17,322.7,27117.0,"26670; 6; 134; 0; 15; 6; 0; 28; 5; 0; 234; 1; 18"
18,322.9,27062.0,"26616; 6; 134; 0; 15; 6; 0; 28; 4; 0; 234; 1; 18"
19,323.1,26842.0,"26400; 6; 134; 0; 15; 6; 0; 28; 0; 0; 234; 1; 18"
20,324.1,26795.0,"26354; 6; 134; 0; 15; 7; 0; 26; 0; 0; 234; 1; 18"
21,343.9,26752.0,"26300; 4; 120; 0; 15; 6; 0; 30; 24; 0; 234; 1; 18"
22,344.8,26532.0,"26084; 4; 120; 0; 15; 6; 0; 30; 20; 0; 234; 1; 18"
23,345.1,26477.0,"26030; 4; 120; 0; 15; 6; 0; 30; 19; 0; 234; 1; 18"
24,345.4,26422.0,"25976; 4; 120; 0; 15; 6; 0; 30; 18; 0; 234; 1; 18"
25,345.8,26367.0,"25922; 4; 120; 0; 15; 6; 0; 30; 17; 0; 234; 1; 18"
26,346.0,26312.0,"25868; 4; 120; 0; 15; 6; 0; 30; 16; 0; 234; 1; 18"
27,346.3,26257.0,"25814; 4; 120; 0; 15; 6; 0; 30; 15; 0; 234; 1; 18"
