cf_id,cf_name,preset,borrow_mode,nb_voix,especes,v_type,timeout_ms,stagnation_ms,temps_total_ms,temps_premiere_solution_ms,temps_derniere_amelioration_ms,nb_solutions,nb_ameliorations,cout_final,terminaison,noeuds,echecs,redemarrages,propagations,profondeur_max
/
,direct_cf_Majeur,bryce,0,4,1-0-0-2,1-2-3,480000,0,480000.2,43.7,12295.4,87,86,46108.0,TIMEOUT_MAX,3959941,1979863,0,2545115618,118

# Améliorations
solution_num,temps_ms,cout
1,43.7,51952.0
2,44.7,51732.0
3,45.0,51677.0
4,45.2,51622.0
5,45.7,51567.0
6,45.9,51512.0
7,46.2,51457.0
8,46.4,51402.0
9,46.7,51347.0
10,46.9,51292.0
11,47.2,51237.0
12,47.4,51182.0
13,47.7,51127.0
14,47.9,51072.0
15,48.2,51017.0
16,48.4,50962.0
17,48.6,50907.0
18,48.9,50852.0
19,49.0,50632.0
20,52.1,50592.0
21,60.2,50557.0
22,231.7,50468.0
23,232.1,50413.0
24,232.6,50358.0
25,232.9,50303.0
26,233.3,50248.0
27,233.8,50193.0
28,234.1,50138.0
29,234.3,50083.0
30,234.6,50028.0
31,234.8,49973.0
32,235.1,49918.0
33,235.3,49863.0
34,235.6,49808.0
35,235.8,49753.0
36,236.1,49698.0
37,236.3,49643.0
38,236.6,49588.0
39,236.7,49368.0
40,241.1,49328.0
41,242.6,49292.0
42,243.2,49124.0
43,245.2,49084.0
44,268.6,49061.0
45,273.1,48876.0
46,311.9,48871.0
47,312.8,48865.0
48,315.9,48825.0
49,804.8,48806.0
50,805.4,48751.0
51,805.7,48696.0
52,806.0,48641.0
53,806.3,48586.0
54,806.6,48531.0
55,806.9,48476.0
56,807.2,48256.0
57,807.9,48189.0
58,809.3,48140.0
59,809.5,48073.0
60,814.1,48027.0
61,852.6,47900.0
62,853.8,47778.0
63,857.6,47772.0
64,859.4,47732.0
65,972.9,47621.0
66,973.4,47615.0
67,973.9,47575.0
68,3553.1,47549.0
69,3595.0,47403.0
70,3595.6,47281.0
71,3598.2,47241.0
72,3613.3,47030.0
73,3616.3,46954.0
74,3617.8,46948.0
75,3620.4,46908.0
76,3635.7,46830.0
77,3639.3,46784.0
78,3644.8,46702.0
79,3649.3,46662.0
81,3815.0,46545.0
82,3816.3,46505.0
83,3947.3,46394.0
84,3948.1,46388.0
85,3949.6,46348.0
86,12291.3,46194.0
87,12295.4,46108.0

# Evolution couts
solution_num,temps_ms,cout_scalaire,vecteur_lex
1,43.7,51952.0,"50938; 10; 134; 16; 17; 9; 0; 36; 24; 0; 747; 3; 18"
2,44.7,51732.0,"50722; 10; 134; 16; 17; 9; 0; 36; 20; 0; 747; 3; 18"
3,45.0,51677.0,"50668; 10; 134; 16; 17; 9; 0; 36; 19; 0; 747; 3; 18"
4,45.2,51622.0,"50614; 10; 134; 16; 17; 9; 0; 36; 18; 0; 747; 3; 18"
5,45.7,51567.0,"50560; 10; 134; 16; 17; 9; 0; 36; 17; 0; 747; 3; 18"
6,45.9,51512.0,"50506; 10; 134; 16; 17; 9; 0; 36; 16; 0; 747; 3; 18"
7,46.2,51457.0,"50452; 10; 134; 16; 17; 9; 0; 36; 15; 0; 747; 3; 18"
8,46.4,51402.0,"50398; 10; 134; 16; 17; 9; 0; 36; 14; 0; 747; 3; 18"
9,46.7,51347.0,"50344; 10; 134; 16; 17; 9; 0; 36; 13; 0; 747; 3; 18"
10,46.9,51292.0,"50290; 10; 134; 16; 17; 9; 0; 36; 12; 0; 747; 3; 18"
11,47.2,51237.0,"50236; 10; 134; 16; 17; 9; 0; 36; 11; 0; 747; 3; 18"
12,47.4,51182.0,"50182; 10; 134; 16; 17; 9; 0; 36; 10; 0; 747; 3; 18"
13,47.7,51127.0,"50128; 10; 134; 16; 17; 9; 0; 36; 9; 0; 747; 3; 18"
14,47.9,51072.0,"50074; 10; 134; 16; 17; 9; 0; 36; 8; 0; 747; 3; 18"
15,48.2,51017.0,"50020; 10; 134; 16; 17; 9; 0; 36; 7; 0; 747; 3; 18"
16,48.4,50962.0,"49966; 10; 134; 16; 17; 9; 0; 36; 6; 0; 747; 3; 18"
17,48.6,50907.0,"49912; 10; 134; 16; 17; 9; 0; 36; 5; 0; 747; 3; 18"
18,48.9,50852.0,"49858; 10; 134; 16; 17; 9; 0; 36; 4; 0; 747; 3; 18"
19,49.0,50632.0,"49642; 10; 134; 16; 17; 9; 0; 36; 0; 0; 747; 3; 18"
20,52.1,50592.0,"49602; 10; 134; 16; 17; 9; 0; 34; 0; 0; 749; 3; 18"
21,60.2,50557.0,"49568; 10; 134; 16; 17; 9; 0; 34; 0; 0; 749; 2; 18"
22,231.7,50468.0,"49470; 12; 118; 16; 17; 8; 0; 36; 20; 0; 751; 2; 18"
23,232.1,50413.0,"49416; 12; 118; 16; 17; 8; 0; 36; 19; 0; 751; 2; 18"
